StockCode,Description,Month,Quantity,Revenue,Transactions,Customers,Avg_Price,Min_Price,Max_Price,Revenue_Per_Unit
21558,SKULL LUNCH BOX WITH CUTLERY ,2010-08,248,605.4,39,36,2.5384615384615383,2.1,2.55,2.4411290322580643
21558,SKULL LUNCH BOX WITH CUTLERY ,2010-09,387,905.85,33,30,2.509090909090909,2.1,2.55,2.3406976744186045
21558,SKULL LUNCH BOX WITH CUTLERY ,2010-10,120,306.0,29,25,2.55,2.55,2.55,2.55
21558,SKULL LUNCH BOX WITH CUTLERY ,2010-11,286,675.3,38,31,2.526315789473684,2.1,2.55,2.361188811188811
21558,SKULL LUNCH BOX WITH CUTLERY ,2010-12,234,515.7,20,12,2.505,2.1,2.55,2.203846153846154
21558,SKULL LUNCH BOX WITH CUTLERY ,2011-01,106,243.29999999999998,15,12,2.52,2.1,2.55,2.2952830188679245
21558,SKULL LUNCH BOX WITH CUTLERY ,2011-02,124,289.2,18,16,2.525,2.1,2.55,2.332258064516129
21558,SKULL LUNCH BOX WITH CUTLERY ,2011-03,192,435.6,21,19,2.507142857142857,2.1,2.55,2.2687500000000003
21558,SKULL LUNCH BOX WITH CUTLERY ,2011-04,80,204.0,15,14,2.55,2.55,2.55,2.55
21558,SKULL LUNCH BOX WITH CUTLERY ,2011-05,208,530.4,37,33,2.55,2.55,2.55,2.55
21558,SKULL LUNCH BOX WITH CUTLERY ,2011-06,201,485.55,32,30,2.5359374999999997,2.1,2.55,2.415671641791045
21558,SKULL LUNCH BOX WITH CUTLERY ,2011-07,102,260.1,19,19,2.55,2.55,2.55,2.5500000000000003
21558,SKULL LUNCH BOX WITH CUTLERY ,2011-08,165,380.25,21,20,2.507142857142857,2.1,2.55,2.3045454545454547
21558,SKULL LUNCH BOX WITH CUTLERY ,2011-09,152,360.6,21,20,2.5285714285714285,2.1,2.55,2.3723684210526317
21558,SKULL LUNCH BOX WITH CUTLERY ,2011-10,208,503.40000000000003,31,28,2.5354838709677416,2.1,2.55,2.4201923076923078
21558,SKULL LUNCH BOX WITH CUTLERY ,2011-11,188,452.4,31,27,2.5354838709677416,2.1,2.55,2.4063829787234043
21558,SKULL LUNCH BOX WITH CUTLERY ,2011-12,7,17.85,2,2,2.55,2.55,2.55,2.5500000000000003
21559,STRAWBERRY LUNCHBOX WITH CUTLERY,2009-12,259,613.65,36,31,2.5124999999999997,2.1,2.55,2.369305019305019
21559,STRAWBERRY LUNCHBOX WITH CUTLERY,2010-01,359,807.45,30,28,2.52,2.1,2.55,2.2491643454038996
21559,STRAWBERRY LUNCHBOX WITH CUTLERY,2010-02,490,1092.9,35,35,2.498571428571428,2.1,2.55,2.2304081632653063
21559,STRAWBERRY LUNCH BOX WITH CUTLERY,2010-03,2,5.1,1,1,2.55,2.55,2.55,2.55
21559,STRAWBERRY LUNCHBOX WITH CUTLERY,2010-03,188,479.4,51,45,2.55,2.55,2.55,2.55
21559,STRAWBERRY LUNCH BOX WITH CUTLERY,2010-04,158,375.9,27,24,2.516666666666666,2.1,2.55,2.3791139240506327
21559,STRAWBERRY LUNCHBOX WITH CUTLERY,2010-04,96,217.8,5,5,2.46,2.1,2.55,2.2687500000000003
21559,STRAWBERRY LUNCH BOX WITH CUTLERY,2010-05,343,806.25,45,39,2.51,2.1,2.55,2.3505830903790086
21559,STRAWBERRY LUNCH BOX WITH CUTLERY,2010-06,471,1147.05,62,59,2.5427419354838707,2.1,2.55,2.4353503184713374
21559,STRAWBERRY LUNCHBOX WITH CUTLERY,2010-06,12,30.6,1,1,2.55,2.55,2.55,2.5500000000000003
21559,STRAWBERRY LUNCH BOX WITH CUTLERY,2010-07,275,701.25,44,38,2.55,2.55,2.55,2.55
21559,STRAWBERRY LUNCH BOX WITH CUTLERY,2010-08,349,835.95,45,40,2.54,2.1,2.55,2.395272206303725
21559,STRAWBERRY LUNCH BOX WITH CUTLERY,2010-09,472,1095.6,49,44,2.522448979591837,2.1,2.55,2.321186440677966
21559,STRAWBERRY LUNCH BOX WITH CUTLERY,2010-10,210,535.5,45,39,2.55,2.55,2.55,2.55
21559,STRAWBERRY LUNCH BOX WITH CUTLERY,2010-11,448,1061.4,69,48,2.53695652173913,2.1,2.55,2.3691964285714286
21559,STRAWBERRY LUNCH BOX WITH CUTLERY,2010-12,208,503.40000000000003,31,18,2.5354838709677416,2.1,2.55,2.4201923076923078
21559,STRAWBERRY LUNCH BOX WITH CUTLERY,2011-01,335,773.25,39,34,2.5153846153846153,2.1,2.55,2.3082089552238805
21559,STRAWBERRY LUNCH BOX WITH CUTLERY,2011-02,268,629.4,29,25,2.518965517241379,2.1,2.55,2.348507462686567
21559,STRAWBERRY LUNCH BOX WITH CUTLERY,2011-03,425,975.75,37,33,2.5256756756756755,2.1,2.55,2.2958823529411765
21559,STRAWBERRY LUNCH BOX WITH CUTLERY,2011-04,146,372.3,31,31,2.55,2.55,2.55,2.5500000000000003
21559,STRAWBERRY LUNCH BOX WITH CUTLERY,2011-05,612,1398.6000000000001,53,45,2.5160377358490567,2.1,2.55,2.285294117647059
21559,STRAWBERRY LUNCH BOX WITH CUTLERY,2011-06,382,920.1,50,45,2.532,2.1,2.55,2.4086387434554974
21559,STRAWBERRY LUNCH BOX WITH CUTLERY,2011-07,179,456.45,38,36,2.55,2.55,2.55,2.55
21559,STRAWBERRY LUNCH BOX WITH CUTLERY,2011-08,277,633.45,29,28,2.503448275862069,2.1,2.55,2.286823104693141
21559,STRAWBERRY LUNCH BOX WITH CUTLERY,2011-09,253,595.97,33,29,2.5957575757575757,2.1,4.96,2.355612648221344
21559,STRAWBERRY LUNCH BOX WITH CUTLERY,2011-10,425,955.98,31,27,2.632903225806451,2.1,4.96,2.249364705882353
21559,STRAWBERRY LUNCH BOX WITH CUTLERY,2011-11,237,591.8100000000001,42,37,2.654047619047619,2.1,4.96,2.497088607594937
21559,STRAWBERRY LUNCH BOX WITH CUTLERY,2011-12,30,83.73,7,6,2.894285714285714,2.55,4.96,2.791
21561,DINOSAUR LUNCHBOX WITH CUTLERY,2009-12,154,365.7,25,25,2.532,2.1,2.55,2.3746753246753247
21561,DINOSAUR LUNCHBOX WITH CUTLERY,2010-01,121,281.55,19,17,2.526315789473684,2.1,2.55,2.3268595041322313
21561,DINOSAUR LUNCHBOX WITH CUTLERY,2010-02,125,313.35,21,21,2.5285714285714285,2.1,2.55,2.5068
21561,DINOSAUR LUNCH BOX WITH CUTLERY,2010-03,2,5.1,1,1,2.55,2.55,2.55,2.55
21561,DINOSAUR LUNCHBOX WITH CUTLERY,2010-03,132,336.6,32,30,2.55,2.55,2.55,2.5500000000000003
21561,DINOSAUR LUNCH BOX WITH CUTLERY,2010-04,62,158.1,20,18,2.55,2.55,2.55,2.55
21561,DINOSAUR LUNCHBOX WITH CUTLERY,2010-04,6,15.3,1,1,2.55,2.55,2.55,2.5500000000000003
21561,DINOSAUR LUNCH BOX WITH CUTLERY,2010-05,217,499.35,27,21,2.516666666666666,2.1,2.55,2.301152073732719
21561,DINOSAUR LUNCH BOX WITH CUTLERY,2010-06,159,378.45,27,26,2.533333333333333,2.1,2.55,2.380188679245283
21561,DINOSAUR LUNCHBOX WITH CUTLERY,2010-06,6,15.3,1,1,2.55,2.55,2.55,2.5500000000000003
21561,DINOSAUR LUNCH BOX WITH CUTLERY,2010-07,96,244.8,21,19,2.55,2.55,2.55,2.5500000000000003
21561,DINOSAUR LUNCH BOX WITH CUTLERY,2010-08,179,429.45,22,21,2.5295454545454543,2.1,2.55,2.399162011173184
21561,DINOSAUR LUNCH BOX WITH CUTLERY,2010-09,197,448.35,19,19,2.5026315789473683,2.1,2.55,2.2758883248730966
21561,DINOSAUR LUNCH BOX WITH CUTLERY,2010-10,82,209.1,22,20,2.55,2.55,2.55,2.55
21561,DINOSAUR LUNCH BOX WITH CUTLERY,2010-11,110,280.5,24,20,2.55,2.55,2.55,2.55
21561,DINOSAUR LUNCH BOX WITH CUTLERY,2010-12,26,66.3,6,4,2.55,2.55,2.55,2.55
21561,DINOSAUR LUNCH BOX WITH CUTLERY,2011-01,232,521.4,19,16,2.478947368421052,2.1,2.55,2.247413793103448
21561,DINOSAUR LUNCH BOX WITH CUTLERY,2011-02,32,81.6,10,10,2.55,2.55,2.55,2.55
21561,DINOSAUR LUNCH BOX WITH CUTLERY,2011-03,108,248.4,13,12,2.515384615384615,2.1,2.55,2.3000000000000003
21561,DINOSAUR LUNCH BOX WITH CUTLERY,2011-04,85,216.75,18,18,2.55,2.55,2.55,2.55
21561,DINOSAUR LUNCH BOX WITH CUTLERY,2011-05,61,155.55,14,14,2.55,2.55,2.55,2.5500000000000003
21561,DINOSAUR LUNCH BOX WITH CUTLERY,2011-06,122,311.1,24,24,2.55,2.55,2.55,2.5500000000000003
21561,DINOSAUR LUNCH BOX WITH CUTLERY,2011-07,32,81.6,11,11,2.55,2.55,2.55,2.55
21561,DINOSAUR LUNCH BOX WITH CUTLERY,2011-08,246,538.2,18,15,2.4499999999999997,2.1,2.55,2.1878048780487807
21561,DINOSAUR LUNCH BOX WITH CUTLERY,2011-09,32,81.6,10,9,2.55,2.55,2.55,2.55
21561,DINOSAUR LUNCH BOX WITH CUTLERY,2011-10,219,479.86,12,11,2.638333333333333,2.1,4.96,2.1911415525114157
21561,DINOSAUR LUNCH BOX WITH CUTLERY,2011-11,31,83.87,12,10,2.9516666666666667,2.55,4.96,2.705483870967742
21561,DINOSAUR LUNCH BOX WITH CUTLERY,2011-12,8,20.4,3,3,2.55,2.55,2.55,2.55
21562,HAWAIIAN GRASS SKIRT ,2010-01,24,50.400000000000006,1,1,2.1,2.1,2.1,2.1
21562,HAWAIIAN GRASS SKIRT ,2010-02,1,2.1,1,1,2.1,2.1,2.1,2.1
21562,HAWAIIAN GRASS SKIRT ,2010-03,26,54.6,2,2,2.1,2.1,2.1,2.1
21562,HAWAIIAN GRASS SKIRT ,2010-04,8,16.8,2,2,2.1,2.1,2.1,2.1
21562,HAWAIIAN GRASS SKIRT ,2010-05,48,90.96000000000001,5,5,2.018,1.69,2.1,1.8950000000000002
21562,HAWAIIAN GRASS SKIRT ,2010-06,50,105.0,8,7,2.1,2.1,2.1,2.1
21562,HAWAIIAN GRASS SKIRT ,2010-07,15,31.5,4,4,2.1,2.1,2.1,2.1
21562,HAWAIIAN GRASS SKIRT ,2010-08,7,14.7,2,2,2.1,2.1,2.1,2.1
21562,HAWAIIAN GRASS SKIRT ,2010-09,95,103.55000000000001,5,5,1.2120000000000002,1.06,1.25,1.09
21562,HAWAIIAN GRASS SKIRT ,2010-10,49,61.25,4,4,1.25,1.25,1.25,1.25
21562,HAWAIIAN GRASS SKIRT ,2010-11,22,27.5,5,4,1.25,1.25,1.25,1.25
21562,HAWAIIAN GRASS SKIRT ,2010-12,14,17.5,3,3,1.25,1.25,1.25,1.25
21562,HAWAIIAN GRASS SKIRT ,2011-01,1,1.25,1,1,1.25,1.25,1.25,1.25
21562,HAWAIIAN GRASS SKIRT ,2011-03,38,47.5,3,3,1.25,1.25,1.25,1.25
21562,HAWAIIAN GRASS SKIRT ,2011-04,1,1.25,1,1,1.25,1.25,1.25,1.25
21562,HAWAIIAN GRASS SKIRT ,2011-05,11,13.75,2,2,1.25,1.25,1.25,1.25
21562,HAWAIIAN GRASS SKIRT ,2011-06,107,118.55000000000001,5,4,1.174,1.06,1.25,1.107943925233645
21562,HAWAIIAN GRASS SKIRT ,2011-07,13,16.25,2,2,1.25,1.25,1.25,1.25
21562,HAWAIIAN GRASS SKIRT ,2011-08,12,15.0,1,1,1.25,1.25,1.25,1.25
21562,HAWAIIAN GRASS SKIRT ,2011-09,84,89.80000000000001,2,2,1.155,1.06,1.25,1.0690476190476192
21562,HAWAIIAN GRASS SKIRT ,2011-10,13,16.25,2,2,1.25,1.25,1.25,1.25
21562,HAWAIIAN GRASS SKIRT ,2011-11,25,31.25,3,3,1.25,1.25,1.25,1.25
21563,RED HEART SHAPE LOVE BUCKET ,2009-12,220,577.0,7,7,2.835714285714286,2.55,2.95,2.6227272727272726
21563,RED HEART SHAPE LOVE BUCKET ,2010-01,282,759.9000000000001,27,24,2.9203703703703705,2.55,2.95,2.69468085106383
21563,RED HEART SHAPE LOVE BUCKET ,2010-02,99,292.05000000000007,16,12,2.95,2.95,2.95,2.9500000000000006
21563,RED HEART SHAPE LOVE BUCKET ,2010-03,69,203.55000000000004,16,13,2.95,2.95,2.95,2.9500000000000006
21563,RED HEART SHAPE LOVE BUCKET ,2010-04,31,91.45000000000002,6,6,2.9500000000000006,2.95,2.95,2.9500000000000006
21563,RED HEART SHAPE LOVE BUCKET ,2010-05,99,292.05,15,15,2.95,2.95,2.95,2.95
21563,RED HEART SHAPE LOVE BUCKET ,2010-06,59,174.05,11,11,2.95,2.95,2.95,2.95
21563,RED HEART SHAPE LOVE BUCKET ,2010-07,75,221.25000000000003,15,14,2.95,2.95,2.95,2.95
21563,RED HEART SHAPE LOVE BUCKET ,2010-08,56,165.20000000000002,12,10,2.9500000000000006,2.95,2.95,2.95
21563,RED HEART SHAPE LOVE BUCKET ,2010-09,95,280.25,13,13,2.95,2.95,2.95,2.95
21563,RED HEART SHAPE LOVE BUCKET ,2010-10,125,368.75000000000006,16,16,2.95,2.95,2.95,2.9500000000000006
21563,RED HEART SHAPE LOVE BUCKET ,2010-11,135,398.25000000000006,18,18,2.95,2.95,2.95,2.9500000000000006
21563,RED HEART SHAPE LOVE BUCKET ,2010-12,25,73.75000000000001,10,6,2.95,2.95,2.95,2.9500000000000006
21563,RED HEART SHAPE LOVE BUCKET ,2011-01,91,268.45000000000005,19,18,2.95,2.95,2.95,2.9500000000000006
21563,RED HEART SHAPE LOVE BUCKET ,2011-02,117,321.15000000000003,17,14,2.926470588235294,2.55,2.95,2.7448717948717953
21563,RED HEART SHAPE LOVE BUCKET ,2011-03,28,82.60000000000001,11,8,2.95,2.95,2.95,2.95
21563,RED HEART SHAPE LOVE BUCKET ,2011-04,67,197.65,12,11,2.9500000000000006,2.95,2.95,2.95
21563,RED HEART SHAPE LOVE BUCKET ,2011-05,103,279.85,12,11,2.9166666666666665,2.55,2.95,2.716990291262136
21563,RED HEART SHAPE LOVE BUCKET ,2011-06,50,147.50000000000003,8,8,2.95,2.95,2.95,2.9500000000000006
21563,RED HEART SHAPE LOVE BUCKET ,2011-07,80,212.0,6,6,2.8833333333333333,2.55,2.95,2.65
21563,RED HEART SHAPE LOVE BUCKET ,2011-08,10,29.5,2,2,2.95,2.95,2.95,2.95
21563,RED HEART SHAPE LOVE BUCKET ,2011-09,56,165.20000000000002,10,10,2.95,2.95,2.95,2.95
21563,RED HEART SHAPE LOVE BUCKET ,2011-10,4,11.8,2,2,2.95,2.95,2.95,2.95
21563,RED HEART SHAPE LOVE BUCKET ,2011-11,125,347.59000000000003,14,14,3.1242857142857146,2.55,5.79,2.78072
21563,RED HEART SHAPE LOVE BUCKET ,2011-12,613,486.43,15,15,0.934,0.79,2.95,0.7935236541598695
21564,PINK  HEART SHAPE LOVE BUCKET ,2009-12,81,214.95,5,5,2.87,2.55,2.95,2.6537037037037035
21564,PINK  HEART SHAPE LOVE BUCKET ,2010-01,57,168.15000000000003,15,11,2.95,2.95,2.95,2.9500000000000006
21564,PINK  HEART SHAPE LOVE BUCKET ,2010-02,150,418.50000000000006,16,16,2.9250000000000003,2.55,2.95,2.7900000000000005
21564,PINK  HEART SHAPE LOVE BUCKET ,2010-03,64,188.80000000000004,11,11,2.95,2.95,2.95,2.9500000000000006
21564,PINK  HEART SHAPE LOVE BUCKET ,2010-04,43,126.85000000000002,11,11,2.95,2.95,2.95,2.9500000000000006
21564,PINK  HEART SHAPE LOVE BUCKET ,2010-05,69,203.55,11,10,2.95,2.95,2.95,2.95
21564,PINK  HEART SHAPE LOVE BUCKET ,2010-06,46,135.70000000000002,11,10,2.95,2.95,2.95,2.95
21564,PINK  HEART SHAPE LOVE BUCKET ,2010-07,75,221.25000000000003,12,11,2.9500000000000006,2.95,2.95,2.95
21564,PINK  HEART SHAPE LOVE BUCKET ,2010-08,42,123.90000000000002,10,8,2.95,2.95,2.95,2.9500000000000006
21564,PINK  HEART SHAPE LOVE BUCKET ,2010-09,81,238.95000000000002,14,11,2.95,2.95,2.95,2.95
21564,PINK  HEART SHAPE LOVE BUCKET ,2010-10,121,356.95000000000005,20,19,2.95,2.95,2.95,2.95
21564,PINK  HEART SHAPE LOVE BUCKET ,2010-11,53,156.35000000000002,17,14,2.95,2.95,2.95,2.9500000000000006
21564,PINK  HEART SHAPE LOVE BUCKET ,2010-12,35,103.25000000000001,10,6,2.95,2.95,2.95,2.9500000000000006
21564,PINK  HEART SHAPE LOVE BUCKET ,2011-01,17,50.150000000000006,9,6,2.95,2.95,2.95,2.95
21564,PINK  HEART SHAPE LOVE BUCKET ,2011-02,117,321.15000000000003,9,8,2.905555555555556,2.55,2.95,2.7448717948717953
21564,PINK  HEART SHAPE LOVE BUCKET ,2011-03,33,97.35000000000002,8,8,2.95,2.95,2.95,2.9500000000000006
21564,PINK  HEART SHAPE LOVE BUCKET ,2011-04,58,171.10000000000002,10,7,2.95,2.95,2.95,2.95
21564,PINK  HEART SHAPE LOVE BUCKET ,2011-05,55,162.25000000000003,13,12,2.95,2.95,2.95,2.9500000000000006
21564,PINK  HEART SHAPE LOVE BUCKET ,2011-06,40,118.00000000000001,10,10,2.95,2.95,2.95,2.95
21564,PINK  HEART SHAPE LOVE BUCKET ,2011-07,14,41.300000000000004,5,4,2.95,2.95,2.95,2.95
21564,PINK  HEART SHAPE LOVE BUCKET ,2011-08,9,26.55,2,2,2.95,2.95,2.95,2.95
21564,PINK  HEART SHAPE LOVE BUCKET ,2011-09,25,76.59,8,6,3.305,2.95,5.79,3.0636
21564,PINK  HEART SHAPE LOVE BUCKET ,2011-10,7,20.650000000000002,4,4,2.95,2.95,2.95,2.95
21564,PINK  HEART SHAPE LOVE BUCKET ,2011-11,23,67.85000000000001,8,5,2.95,2.95,2.95,2.95
21564,PINK  HEART SHAPE LOVE BUCKET ,2011-12,597,471.63,11,11,0.7900000000000001,0.79,0.79,0.79
21576,LETS GO SHOPPING COTTON TOTE BAG,2009-12,87,195.75,14,10,2.25,2.25,2.25,2.25
21576,LETS GO SHOPPING COTTON TOTE BAG,2010-01,12,27.0,2,2,2.25,2.25,2.25,2.25
21576,LETS GO SHOPPING COTTON TOTE BAG,2010-02,41,86.25,7,7,2.1785714285714284,1.75,2.25,2.1036585365853657
21576,LETS GO SHOPPING COTTON TOTE BAG,2010-03,52,108.0,13,13,2.173076923076923,1.75,2.25,2.076923076923077
21576,LETS GO SHOPPING COTTON TOTE BAG,2010-04,21,47.25,5,5,2.25,2.25,2.25,2.25
21576,LETS GO SHOPPING COTTON TOTE BAG,2010-05,35,72.75,9,9,2.1944444444444446,1.75,2.25,2.0785714285714287
21576,LETS GO SHOPPING COTTON TOTE BAG,2010-06,23,48.75,7,7,2.1785714285714284,1.75,2.25,2.119565217391304
21576,LETS GO SHOPPING COTTON TOTE BAG,2010-07,47,105.75,12,11,2.25,2.25,2.25,2.25
21576,LETS GO SHOPPING COTTON TOTE BAG,2010-08,14,31.5,4,4,2.25,2.25,2.25,2.25
21576,LETS GO SHOPPING COTTON TOTE BAG,2010-09,7,15.75,2,2,2.25,2.25,2.25,2.25
21576,LETS GO SHOPPING COTTON TOTE BAG,2010-10,39,87.75,12,11,2.25,2.25,2.25,2.25
21576,LETS GO SHOPPING COTTON TOTE BAG,2010-11,47,105.75,13,13,2.25,2.25,2.25,2.25
21576,LETS GO SHOPPING COTTON TOTE BAG,2010-12,22,49.5,7,5,2.25,2.25,2.25,2.25
21576,LETS GO SHOPPING COTTON TOTE BAG,2011-01,6,13.5,2,2,2.25,2.25,2.25,2.25
21576,LETS GO SHOPPING COTTON TOTE BAG,2011-02,16,36.0,4,4,2.25,2.25,2.25,2.25
21576,LETS GO SHOPPING COTTON TOTE BAG,2011-03,17,38.25,5,5,2.25,2.25,2.25,2.25
21576,LETS GO SHOPPING COTTON TOTE BAG,2011-04,16,36.0,4,4,2.25,2.25,2.25,2.25
21576,LETS GO SHOPPING COTTON TOTE BAG,2011-06,12,27.0,2,2,2.25,2.25,2.25,2.25
21576,LETS GO SHOPPING COTTON TOTE BAG,2011-07,6,13.5,1,1,2.25,2.25,2.25,2.25
21576,LETS GO SHOPPING COTTON TOTE BAG,2011-08,29,65.25,6,6,2.25,2.25,2.25,2.25
21576,LETS GO SHOPPING COTTON TOTE BAG,2011-09,8,20.71,4,4,2.9275,2.25,4.96,2.58875
21576,LETS GO SHOPPING COTTON TOTE BAG,2011-10,27,63.46,6,6,2.7016666666666667,2.25,4.96,2.35037037037037
21576,LETS GO SHOPPING COTTON TOTE BAG,2011-11,15,33.75,5,5,2.25,2.25,2.25,2.25
21576,LETS GO SHOPPING COTTON TOTE BAG,2011-12,12,27.0,2,2,2.25,2.25,2.25,2.25
21577,SAVE THE PLANET COTTON TOTE BAG,2009-12,124,279.0,21,17,2.25,2.25,2.25,2.25
21577,SAVE THE PLANET COTTON TOTE BAG,2010-01,57,128.25,12,11,2.25,2.25,2.25,2.25
21577,SAVE THE PLANET COTTON TOTE BAG,2010-02,101,221.25,20,20,2.225,1.75,2.25,2.1905940594059405
21577,SAVE THE PLANET COTTON TOTE BAG,2010-03,67,141.75,19,18,2.1973684210526314,1.75,2.25,2.1156716417910446
21577,SAVE THE PLANET COTTON TOTE BAG,2010-04,688,1248.0,19,15,2.1184210526315788,1.75,2.25,1.813953488372093
21577,SAVE THE PLANET COTTON TOTE BAG,2010-05,78,169.5,16,16,2.21875,1.75,2.25,2.173076923076923
21577,SAVE THE PLANET COTTON TOTE BAG,2010-06,109,242.25,21,20,2.2261904761904763,1.75,2.25,2.2224770642201834
21577,SAVE THE PLANET COTTON TOTE BAG,2010-07,80,180.0,20,18,2.25,2.25,2.25,2.25
21577,SAVE THE PLANET COTTON TOTE BAG,2010-08,51,114.75,9,8,2.25,2.25,2.25,2.25
21577,SAVE THE PLANET COTTON TOTE BAG,2010-09,98,220.5,14,13,2.25,2.25,2.25,2.25
21577,SAVE THE PLANET COTTON TOTE BAG,2010-10,86,193.5,17,17,2.25,2.25,2.25,2.25
21577,SAVE THE PLANET COTTON TOTE BAG,2010-11,123,276.75,29,24,2.25,2.25,2.25,2.25
21577,SAVE THE PLANET COTTON TOTE BAG,2010-12,90,202.5,19,11,2.25,2.25,2.25,2.25
21577,SAVE THE PLANET COTTON TOTE BAG,2011-01,37,83.25,5,5,2.25,2.25,2.25,2.25
21577,SAVE THE PLANET COTTON TOTE BAG,2011-02,25,56.25,5,5,2.25,2.25,2.25,2.25
21577,SAVE THE PLANET COTTON TOTE BAG,2011-03,73,164.25,16,14,2.25,2.25,2.25,2.25
21577,SAVE THE PLANET COTTON TOTE BAG,2011-04,59,132.75,12,12,2.25,2.25,2.25,2.25
21577,SAVE THE PLANET COTTON TOTE BAG,2011-05,40,90.0,9,9,2.25,2.25,2.25,2.25
21577,SAVE THE PLANET COTTON TOTE BAG,2011-06,60,135.0,12,12,2.25,2.25,2.25,2.25
21577,SAVE THE PLANET COTTON TOTE BAG,2011-07,45,101.25,8,8,2.25,2.25,2.25,2.25
21577,SAVE THE PLANET COTTON TOTE BAG,2011-08,30,67.5,7,7,2.25,2.25,2.25,2.25
21577,SAVE THE PLANET COTTON TOTE BAG,2011-09,15,33.75,5,5,2.25,2.25,2.25,2.25
21577,SAVE THE PLANET COTTON TOTE BAG,2011-10,52,117.0,13,13,2.25,2.25,2.25,2.25
21577,SAVE THE PLANET COTTON TOTE BAG,2011-11,43,96.75,11,11,2.25,2.25,2.25,2.25
21577,SAVE THE PLANET COTTON TOTE BAG,2011-12,6,13.5,1,1,2.25,2.25,2.25,2.25
21578,WOODLAND DESIGN  COTTON TOTE BAG,2009-12,94,211.5,15,10,2.25,2.25,2.25,2.25
21578,WOODLAND DESIGN  COTTON TOTE BAG,2010-01,112,252.0,14,13,2.25,2.25,2.25,2.25
21578,WOODLAND DESIGN  COTTON TOTE BAG,2010-02,112,252.0,21,20,2.25,2.25,2.25,2.25
21578,WOODLAND DESIGN  COTTON TOTE BAG,2010-03,134,295.5,17,16,2.2205882352941178,1.75,2.25,2.205223880597015
21578,WOODLAND DESIGN  COTTON TOTE BAG,2010-04,121,269.25,15,15,2.216666666666667,1.75,2.25,2.225206611570248
21578,WOODLAND DESIGN  COTTON TOTE BAG,2010-05,95,204.75,14,13,2.1785714285714284,1.75,2.25,2.155263157894737
21578,WOODLAND DESIGN  COTTON TOTE BAG,2010-06,81,182.25,14,12,2.25,2.25,2.25,2.25
21578,WOODLAND DESIGN  COTTON TOTE BAG,2010-07,105,236.25,18,18,2.25,2.25,2.25,2.25
21578,WOODLAND DESIGN  COTTON TOTE BAG,2010-08,80,180.0,10,10,2.25,2.25,2.25,2.25
21578,WOODLAND DESIGN  COTTON TOTE BAG,2010-09,96,216.0,11,10,2.25,2.25,2.25,2.25
21578,WOODLAND DESIGN  COTTON TOTE BAG,2010-10,135,303.75,19,18,2.25,2.25,2.25,2.25
21578,WOODLAND DESIGN  COTTON TOTE BAG,2010-11,165,371.25,34,29,2.25,2.25,2.25,2.25
21578,WOODLAND DESIGN  COTTON TOTE BAG,2010-12,59,132.75,17,8,2.25,2.25,2.25,2.25
21578,WOODLAND DESIGN  COTTON TOTE BAG,2011-01,98,220.5,12,12,2.25,2.25,2.25,2.25
21578,WOODLAND DESIGN  COTTON TOTE BAG,2011-02,19,42.75,4,4,2.25,2.25,2.25,2.25
21578,WOODLAND DESIGN  COTTON TOTE BAG,2011-03,42,94.5,7,7,2.25,2.25,2.25,2.25
21578,WOODLAND DESIGN  COTTON TOTE BAG,2011-04,50,112.5,10,10,2.25,2.25,2.25,2.25
21578,WOODLAND DESIGN  COTTON TOTE BAG,2011-05,58,130.5,8,8,2.25,2.25,2.25,2.25
21578,WOODLAND DESIGN  COTTON TOTE BAG,2011-06,102,229.5,8,8,2.25,2.25,2.25,2.25
21578,WOODLAND DESIGN  COTTON TOTE BAG,2011-07,41,92.25,6,6,2.25,2.25,2.25,2.25
21578,WOODLAND DESIGN  COTTON TOTE BAG,2011-08,116,261.0,11,11,2.25,2.25,2.25,2.25
21578,WOODLAND DESIGN  COTTON TOTE BAG,2011-09,2,4.5,2,1,2.25,2.25,2.25,2.25
21578,WOODLAND DESIGN  COTTON TOTE BAG,2011-10,8,18.0,4,3,2.25,2.25,2.25,2.25
21578,WOODLAND DESIGN  COTTON TOTE BAG,2011-11,1,2.25,1,1,2.25,2.25,2.25,2.25
21579,LOLITA  DESIGN  COTTON TOTE BAG,2009-12,462,423.5,10,7,1.69,0.85,2.25,0.9166666666666666
21579,LOLITA  DESIGN  COTTON TOTE BAG,2010-01,14,31.5,4,4,2.25,2.25,2.25,2.25
21579,LOLITA  DESIGN  COTTON TOTE BAG,2010-02,77,106.05,8,8,2.075,0.85,2.25,1.3772727272727272
21579,LOLITA  DESIGN  COTTON TOTE BAG,2010-03,64,76.8,5,5,1.97,0.85,2.25,1.2
21579,LOLITA  DESIGN  COTTON TOTE BAG,2010-04,18,40.5,3,3,2.25,2.25,2.25,2.25
21579,LOLITA  DESIGN  COTTON TOTE BAG,2010-05,49,43.05,2,2,1.55,0.85,2.25,0.8785714285714286
21579,LOLITA  DESIGN  COTTON TOTE BAG,2010-06,21,47.25,5,5,2.25,2.25,2.25,2.25
21579,LOLITA  DESIGN  COTTON TOTE BAG,2010-07,40,90.0,9,9,2.25,2.25,2.25,2.25
21579,LOLITA  DESIGN  COTTON TOTE BAG,2010-08,12,27.0,2,2,2.25,2.25,2.25,2.25
21579,LOLITA  DESIGN  COTTON TOTE BAG,2010-09,8,18.0,2,2,2.25,2.25,2.25,2.25
